"timest";"x";"y";"z";"0";"513";
0;-175,068997;-56,378965;0,000000
1;-173,831790;-59,809348;-4,947962
2;-172,597772;-63,454875;-19,758804
3;-171,265357;-67,161132;-44,442771
4;-169,812300;-70,938471;-78,958510
5;-168,327149;-74,809809;-123,201487
6;-166,757245;-78,705414;-177,155474
7;-165,075503;-82,606925;-240,919510
8;-163,382493;-86,593616;-314,443586
9;-161,689833;-90,526161;-397,811804
10;-159,928757;-94,406671;-490,871834
11;-158,159721;-98,177446;-593,771071
12;-156,224614;-102,013916;-706,505762
13;-154,595187;-106,260336;-828,818938
14;-152,651747;-110,197143;-961,058953
15;-150,677356;-114,242365;-1103,230053
16;-148,708480;-118,219163;-1255,223278
17;-146,490860;-122,206626;-1416,491016
18;-144,667648;-126,368867;-1587,921889
19;-142,887713;-131,013874;-1769,162560
20;-141,098041;-135,165332;-1960,223483
21;-139,195255;-139,375454;-2161,225405
22;-137,192356;-143,166194;-2371,739136
23;-135,134897;-147,187462;-2591,849375
24;-133,060742;-151,428776;-2822,037072
25;-130,862632;-155,399504;-3061,903256
26;-128,338120;-159,830372;-3311,713730
27;-126,177391;-164,505101;-3571,258044
28;-123,796964;-168,484786;-3840,396288
29;-122,328108;-172,486245;-4119,039864
30;-120,583203;-176,689237;-4407,198652
31;-118,546512;-179,541626;-4706,199929
32;-115,568514;-183,724532;-5015,048784
33;-112,768589;-187,974899;-5333,042655
34;-109,688806;-193,014131;-5661,597667
35;-108,073652;-198,805404;-6000,058881
36;-105,716539;-205,023731;-6347,724133
37;-103,338893;-208,684290;-6705,196427
38;-99,487999;-212,791965;-7071,760612
39;-96,932549;-217,264872;-7448,334666
40;-95,374939;-222,134287;-7836,651011
41;-91,867532;-227,615033;-8232,957460
42;-89,828749;-231,694816;-8640,015095
43;-87,824531;-235,708389;-9057,447773
44;-84,732354;-241,306873;-9482,012477
45;-83,124645;-245,561056;-9916,136113
46;-79,288783;-250,135585;-10362,635921
47;-76,878696;-255,026310;-10818,913361
48;-75,135930;-259,065556;-11283,425105
49;-71,141915;-264,569538;-11757,754694
50;-68,326904;-268,773581;-12243,750609
51;-61,951231;-272,131755;-12736,491383
52;-57,016343;-276,608986;-13242,285360
53;-54,024404;-280,222102;-13756,484464
54;-49,554079;-285,576477;-14280,482131
55;-46,059298;-290,579953;-14817,388376
56;-44,022934;-293,458160;-15362,052981
57;-41,179247;-294,233057;-15918,791170
58;-33,051909;-296,792781;-16480,846639
59;-31,960005;-300,090052;-17056,609915
60;-29,505621;-306,529873;-17637,973879
61;-24,516497;-308,062416;-18229,892530
62;-19,406986;-311,470522;-18835,820834
63;-17,001665;-315,645945;-19448,726879
64;-14,883698;-320,624606;-20069,560243
65;-5,789316;-324,286857;-20697,358199
66;-2,852108;-327,193047;-21345,946160
67;4,590697;-330,829710;-22000,717784
68;11,442745;-332,984445;-22658,691747
69;14,862517;-342,613271;-23329,378789
70;19,931673;-346,303529;-24011,599537
71;22,546733;-343,214617;-24707,693391
72;25,094144;-346,580211;-25415,280756
73;29,414763;-345,971250;-26126,748178
74;37,310700;-346,881719;-26847,303383
75;46,591453;-346,819551;-27573,413244
76;52,622309;-350,679273;-28318,656982
77;54,626516;-356,244009;-29071,152515
78;59,214032;-355,891556;-29830,663947
79;62,620773;-365,756603;-30599,943156
80;67,921957;-368,288147;-31385,424902
81;76,610520;-364,016901;-32173,639732
82;84,601405;-370,718553;-32976,081449
83;90,006252;-364,996183;-33788,181505
84;95,318112;-372,343399;-34613,138713
85;98,574368;-375,998677;-35451,663443
86;104,437364;-368,195308;-36289,320990
87;123,065535;-372,520426;-37142,858259
88;130,730833;-385,292683;-38003,905113
89;131,778807;-386,258837;-38875,494419
90;125,854050;-384,581583;-39758,999582
91;147,628745;-391,710604;-40628,841038
92;154,060119;-407,061984;-41527,932939
93;133,012756;-405,608772;-42402,725326
94;150,487036;-407,387929;-43341,939304
95;112,369569;-406,899846;-44293,097018
96;99,617291;-406,991939;-45232,582395
97;126,434067;-374,725422;-46162,825902
98;154,644714;-103,138657;-47119,023669
99;220,657163;-90,813700;-48041,430866
100;204,528653;-99,503018;-49005,946958
101;243,791898;-76,771612;-50034,589072
102;229,289718;-108,764303;-51055,455944
103;235,562932;-103,303939;-52044,402441
104;227,915344;-104,323992;-53050,633609
105;231,407984;-99,872770;-54068,001886
106;238,344347;-107,277742;-55109,286843
107;249,202480;-123,253182;-56137,899083
108;247,946891;-127,765871;-57194,007811
109;261,337346;-123,460568;-58255,749880
110;256,214817;-133,450984;-59331,806272
111;255,068955;-138,208539;-60416,913360
112;254,087662;-143,120279;-61511,847235
113;256,808276;-148,237533;-62618,551991
114;255,395506;-152,964502;-63732,932478
115;253,901730;-157,718158;-64857,213890
116;252,383993;-162,568432;-65991,434989
117;250,712593;-167,409416;-67135,463607
118;248,815753;-172,144202;-68289,112999
119;240,717915;-174,884763;-69445,250147
120;248,419686;-191,054632;-70609,276531
121;257,943592;-169,401393;-71836,013883
122;247,681614;-176,933507;-73012,039710
123;235,017524;-189,663038;-74218,137092
124;229,982971;-183,937454;-75432,810850
125;222,666324;-171,238492;-76651,601868
126;231,831638;-170,614330;-77886,804156
127;221,356837;-151,110258;-79137,822769
128;216,179486;-160,221441;-80401,093879
129;255,041902;-152,776631;-81671,103046
130;224,863666;-150,113102;-82940,619428
131;235,237584;-154,120803;-84231,610115
132;282,554730;-141,718983;-85530,704501
133;263,795554;-161,149659;-86808,055253
134;200,397232;-154,218832;-88130,616944
135;174,858553;-141,142974;-89476,488748
136;198,035711;-151,506659;-90819,431910
137;251,332465;-167,934161;-92162,919112
138;246,662094;-180,522978;-93532,313867
139;284,143134;-217,370098;-94876,162715
140;295,720326;-225,145754;-96248,072213
141;286,278300;-263,378023;-97629,467566
142;349,851400;-284,155739;-99020,033696
143;350,996221;-268,696787;-100426,574879
144;384,947282;-270,636939;-101840,916274
145;399,659855;-321,198788;-103280,559242
146;419,499207;-306,408115;-104709,151844
147;349,606007;-254,344588;-106168,529701
148;352,656921;-238,586679;-107645,590478
149;287,813340;-330,306368;-109128,232864
150;337,827808;-336,289964;-110546,273520
151;306,090570;-411,819407;-112062,709025
152;292,214803;-503,461526;-113573,152399
