0.00313929	0.0998302	3180.02
0.00701965	0.397369	5660.81
0.00796981	0.947522	11888.9
0.00924681	1.65431	17890.6
0.0106385	2.65913	24995.4
0.0134132	3.77796	28165.9
0.014904	5.09229	34167.2
0.0167731	6.76502	40332.7
0.0186037	8.49035	45637.9
0.0206736	10.4164	50384.9
0.0238787	12.7556	53418.2
0.026417	15.0917	57128.6
0.0284495	17.6221	61941.8
0.0300183	20.6322	68732.2
0.0309646	23.5744	76133.3
0.0313016	26.7104	85332.5
0.0314597	30.3867	96589.4
0.0323256	33.9364	104983
0.0330899	37.6812	113875
0.0344784	42.0287	121899
0.0364846	46.1832	126583
0.0365949	50.9813	139313
0.0361432	55.5504	153695
0.0355009	60.3177	169905
0.035756	65.7835	183979
0.0366328	70.957	193698
0.0373313	76.3303	204467
0.0386501	82.4669	213368
0.0396192	88.254	222756
0.0405198	94.2334	232561
0.0420063	101.036	240526
0.0437921	107.429	245317
0.045186	114.688	253814
0.0459975	121.504	264154
0.0482678	128.494	266212
0.0495351	136.421	275402
0.0518327	143.831	277490
0.0514251	151.437	294481
0.0517019	160.047	309558
0.0519153	168.044	323689
0.0521694	176.26	337860
0.05251	185.52	353303
0.0529315	194.145	366787
0.0543112	202.971	373719
0.0562503	212.903	378492
0.0590084	222.139	376453
0.0592763	231.566	390655
0.0591115	242.166	409677
0.0592356	252.003	425424
0.0594637	262.042	440676
0.0599261	273.308	456075
0.0601548	283.755	471708
0.0605108	295.498	488339
0.0622917	306.339	491782
0.0644726	317.391	492288
0.0664772	329.782	496082
0.068145	341.25	500771
0.0703441	354.1	503383
0.0732098	365.973	499895
0.0757362	378.054	499173
0.0781815	391.572	500850
0.0807106	404.059	500627
0.0833627	416.765	499942
0.086197	429.626	498423
0.0886343	444.025	500963
0.0901921	457.314	507044
0.0912184	470.803	516128
0.0934584	485.878	519888
0.095185	499.764	525045
0.0969019	515.281	531755
0.097094	529.594	545445
0.0971524	544.102	560050
0.098257	560.288	570227
0.0993045	575.201	579230
0.101501	590.317	581585
0.102616	607.168	591688
0.10385	622.707	599624
0.105792	638.422	603471
0.108702	655.941	603428
0.110167	672.086	610060
0.111065	690.053	621303
0.112247	706.638	629540
0.113754	723.35	635891
0.115252	741.979	643786
0.116418	759.134	652078
0.117327	776.493	661817
0.117536	795.822	677087
0.119273	813.56	682096
0.119804	831.516	694064
0.120473	851.503	706797
0.120834	869.87	719889
0.121035	888.466	734054
0.12267	909.082	741081
0.122819	928.066	755636
0.122864	947.229	770960
0.122987	968.552	787523
0.122816	988.16	804584
0.123129	1009.9	820197
0.124137	1029.91	829655
0.124569	1050.09	842984
0.125337	1072.53	855714
0.126122	1093.15	866738
0.126577	1113.94	880046
0.127566	1137.05	891342
0.127449	1158.26	908806
0.129135	1179.72	913553
0.130738	1203.44	920501
0.132263	1225.25	926378
0.133323	1247.28	935532
0.134606	1271.72	944772
0.133755	1294.18	967575
0.134101	1316.78	981935
0.134908	1341.88	994658
0.135519	1364.92	1.00718e+06
0.135299	1390.48	1.02771e+06
0.135848	1413.97	1.04085e+06
