"timest";"x";"y";"z";"0";"513";
0;-175,068997;-56,378965;0,000000
1;-173,839790;-59,745485;-4,926118
2;-172,627954;-63,227235;-19,658909
3;-171,325002;-66,723283;-44,198339
4;-169,903927;-70,252131;-78,544449
5;-168,475775;-73,834548;-122,697187
6;-166,985895;-77,459679;-176,656574
7;-165,434920;-81,127119;-240,422611
8;-163,839705;-84,961822;-313,995346
9;-162,165268;-88,800514;-397,374601
10;-160,383864;-92,637128;-490,560515
11;-158,571607;-96,429072;-593,553123
12;-156,662062;-100,332301;-706,352428
13;-155,004261;-104,524287;-828,957979
14;-153,173908;-108,482226;-961,370527
15;-151,369455;-112,534907;-1103,589995
16;-149,531811;-116,632969;-1255,616091
17;-147,708172;-120,897416;-1417,448456
18;-145,988891;-125,173527;-1589,087788
19;-144,350829;-129,719257;-1770,533318
20;-142,564699;-134,109491;-1961,785361
21;-140,661768;-138,493223;-2162,844149
22;-138,597763;-142,609799;-2373,709901
23;-136,527623;-146,785597;-2594,382224
24;-134,614492;-151,210078;-2824,861251
25;-132,835041;-155,812030;-3065,147685
26;-130,996456;-160,594511;-3315,240101
27;-129,173151;-165,222592;-3575,140671
28;-127,158696;-169,910000;-3844,846267
29;-125,282867;-174,764128;-4124,360366
30;-123,344409;-179,629869;-4413,680496
31;-120,985070;-183,688287;-4712,807282
32;-118,871854;-188,526420;-5021,741290
33;-116,594175;-193,136560;-5340,482984
34;-114,353473;-197,899457;-5669,030247
35;-112,121698;-202,780872;-6007,386367
36;-109,887289;-207,496024;-6355,550273
37;-107,703239;-212,520340;-6713,519350
38;-104,970567;-217,001789;-7081,295604
39;-102,634875;-221,708290;-7458,879769
40;-100,051868;-226,036489;-7846,272943
41;-97,573214;-230,906786;-8243,470960
42;-94,931226;-235,394984;-8650,478448
43;-92,674555;-240,208290;-9067,291278
44;-90,280113;-245,203813;-9493,910606
45;-87,376917;-249,526022;-9930,337169
46;-84,410144;-253,972204;-10376,568973
47;-81,654652;-258,516659;-10832,610684
48;-78,817182;-262,862706;-11298,458256
49;-75,707388;-266,700071;-11774,110473
50;-72,837229;-271,081737;-12259,569683
51;-69,736835;-275,062599;-12754,835643
52;-66,405907;-279,104986;-13259,908169
53;-63,282715;-283,068017;-13774,786754
54;-60,295190;-286,888086;-14299,471766
55;-57,102981;-290,857631;-14833,963864
56;-53,760081;-294,699494;-15378,260352
57;-50,295749;-298,223835;-15932,366828
58;-46,941330;-302,034712;-16496,274707
59;-43,412926;-305,773590;-17069,993160
60;-39,794338;-309,263395;-17653,518218
61;-36,118677;-312,466363;-18246,846369
62;-32,451591;-315,957426;-18849,982126
63;-29,429321;-319,607546;-19462,928305
64;-26,105270;-323,316233;-20085,678070
65;-21,853163;-326,512212;-20718,234770
66;-18,559858;-330,404860;-21360,598628
67;-15,176719;-333,896250;-22012,766660
68;-11,487132;-337,322008;-22674,744593
69;-8,232546;-341,014128;-23346,526489
70;-4,889306;-344,571500;-24028,115630
71;-1,850223;-348,522006;-24719,518829
72;1,822193;-352,238476;-25420,721443
73;5,240958;-356,094347;-26131,734190
74;9,040575;-359,680397;-26852,548883
75;12,379608;-363,622645;-27583,171843
76;15,511975;-367,612852;-28323,599847
77;18,259166;-371,714541;-29073,850019
78;22,389185;-375,114305;-29833,893678
79;25,029191;-379,062592;-30603,749755
80;28,566250;-382,727017;-31383,405082
81;31,139759;-386,957602;-32172,873713
82;34,606544;-390,442776;-32972,146985
83;38,145835;-394,331455;-33781,227429
84;40,383091;-397,696736;-34600,114198
85;42,779525;-401,481069;-35428,809147
86;45,514376;-405,454779;-36267,316225
87;48,358412;-409,777216;-37115,630968
88;50,529130;-413,516359;-37973,739220
89;53,943710;-416,392562;-38841,648634
90;55,592258;-420,180233;-39719,384905
91;57,371977;-423,278877;-40606,915131
92;58,420296;-426,196627;-41504,248797
93;61,354561;-429,786845;-42411,395973
94;59,388935;-432,044830;-43328,349810
95;61,985041;-433,676444;-44255,084672
96;61,537019;-436,097512;-45191,647306
97;70,250433;-433,573378;-46137,946717
98;98,244184;-174,950044;-47094,078270
99;108,460125;-168,857150;-48059,950413
100;114,052312;-168,173699;-49035,697046
101;120,810260;-168,039585;-50021,210296
102;125,279743;-165,897905;-51016,571688
103;127,536506;-168,020380;-52021,760801
104;127,577610;-171,740941;-53036,749549
105;126,402422;-175,528591;-54061,559863
106;125,628048;-180,190284;-55096,179564
107;124,883465;-184,625993;-56140,601865
108;122,715012;-189,584382;-57194,839487
109;121,574237;-194,290804;-58258,870575
110;119,808714;-199,317899;-59332,714664
111;117,415948;-204,669236;-60416,372054
112;114,962202;-210,148696;-61509,836094
113;113,018617;-215,557653;-62613,099848
114;110,461382;-221,281709;-63726,177127
115;107,860742;-227,123164;-64849,061056
116;105,221854;-233,077033;-65981,751635
117;102,549611;-239,137539;-67124,248863
118;99,848692;-245,298182;-68276,552742
119;97,452707;-251,519080;-69438,663920
120;96,225947;-257,897357;-70610,569277
121;98,243219;-264,512531;-71792,239738
122;98,993774;-271,062466;-72983,727988
123;98,475892;-277,615048;-74185,035504
124;96,886108;-284,204936;-75396,163404
125;96,489751;-290,803316;-76617,082235
126;95,524454;-297,374161;-77847,814346
127;94,520471;-303,918949;-79088,352254
128;93,430977;-310,438539;-80338,695933
129;91,854442;-317,206180;-81598,853935
130;91,124594;-323,603522;-82868,802518
131;87,495097;-330,498203;-84148,589644
132;83,983217;-336,676544;-85438,153176
133;82,120400;-342,913491;-86737,493695
134;77,211145;-349,601663;-88046,670394
135;73,382997;-356,601459;-89365,642241
136;69,137803;-362,601656;-90694,449811
137;66,462342;-369,524006;-92033,042865
138;62,875748;-376,538824;-93381,447065
139;58,464978;-383,747390;-94739,655172
140;54,346841;-391,276579;-96107,683333
141;51,463676;-398,909632;-97485,533534
142;47,089951;-406,245374;-98873,194015
143;44,281798;-414,518072;-100270,646131
144;40,906570;-422,590891;-101677,898011
145;37,507018;-432,906084;-103094,981800
146;34,203239;-443,949473;-104521,883111
147;29,117161;-454,030962;-105958,572813
148;25,687552;-465,240163;-107405,073964
149;20,922359;-477,358332;-108861,343062
150;16,705533;-490,137178;-110327,471230
151;12,949222;-502,951301;-111803,331201
152;7,880152;-517,288987;-113289,104781
153;2,098593;-532,831191;-114784,507666
154;-2,190988;-548,182473;-116289,851647
155;-9,317393;-570,626586;-117804,844006
156;-18,818688;-589,834268;-119329,822967
157;-26,956868;-612,408671;-120864,512489
158;-36,871517;-638,857090;-122409,078187
159;-50,167379;-674,927973;-123963,522499
160;-69,003120;-716,149698;-125527,751571
161;-85,862263;-760,229119;-127101,927166
162;-105,276539;-808,748925;-128685,919498
163;-121,879702;-850,251009;-130279,758506
164;-133,148094;-886,240315;-131883,379123
165;-139,285257;-907,310397;-133496,672337
166;-145,545421;-928,947007;-135119,776613
167;-139,057113;-1346,071981;-136752,692253
168;-134,904433;-1356,649825;-138395,261475
169;-130,342859;-1366,394535;-140047,565650
170;-125,404238;-1374,976417;-141709,591972
171;-120,492911;-1382,992576;-143381,407405
172;-116,096682;-1391,365680;-145063,088663
173;-119,107477;-1397,231554;-146754,410673
174;-122,821175;-1403,185584;-148455,621150
175;-119,453438;-1409,251781;-150166,703560
176;-127,582867;-1412,488121;-151887,474690
177;-125,211646;-1416,810485;-153618,239950
178;-132,417978;-1408,980672;-155358,564235
179;-129,549666;-1415,740772;-157109,081041
180;-153,733874;-1411,651017;-158869,147485
181;-151,625313;-1415,735948;-160639,262627
182;-147,799041;-1427,639164;-162419,177516
183;-145,178642;-1433,533017;-164209,039475
184;-141,880929;-1442,827859;-166008,705707
185;-150,672365;-1444,773038;-167818,198884
186;-164,198852;-1441,264455;-169637,991953
187;-160,642083;-1454,057961;-171466,945933
188;-155,502103;-1470,278569;-173305,484780
189;0,000000;0,000000;0,000000
190;0,000000;0,000000;0,000000
191;0,000000;0,000000;0,000000
192;0,000000;0,000000;0,000000
193;0,000000;0,000000;0,000000
194;0,000000;0,000000;0,000000
195;0,000000;0,000000;0,000000
196;0,000000;0,000000;0,000000
197;0,000000;0,000000;0,000000
198;0,000000;0,000000;0,000000
199;0,000000;0,000000;0,000000
200;0,000000;0,000000;0,000000
201;0,000000;0,000000;0,000000
202;0,000000;0,000000;0,000000
203;0,000000;0,000000;0,000000
204;0,000000;0,000000;0,000000
205;0,000000;0,000000;0,000000
206;0,000000;0,000000;0,000000
207;0,000000;0,000000;0,000000
208;0,000000;0,000000;0,000000
209;0,000000;0,000000;0,000000
210;0,000000;0,000000;0,000000
211;0,000000;0,000000;0,000000
212;0,000000;0,000000;0,000000
213;0,000000;0,000000;0,000000
214;0,000000;0,000000;0,000000
215;0,000000;0,000000;0,000000
216;0,000000;0,000000;0,000000
217;0,000000;0,000000;0,000000
218;0,000000;0,000000;0,000000
219;0,000000;0,000000;0,000000
220;0,000000;0,000000;0,000000
221;0,000000;0,000000;0,000000
222;0,000000;0,000000;0,000000
223;0,000000;0,000000;0,000000
224;0,000000;0,000000;0,000000
225;0,000000;0,000000;0,000000
226;0,000000;0,000000;0,000000
227;0,000000;0,000000;0,000000
228;0,000000;0,000000;0,000000
229;0,000000;0,000000;0,000000
230;0,000000;0,000000;0,000000
231;0,000000;0,000000;0,000000
232;0,000000;0,000000;0,000000
233;0,000000;0,000000;0,000000
234;0,000000;0,000000;0,000000
235;0,000000;0,000000;0,000000
236;0,000000;0,000000;0,000000
237;0,000000;0,000000;0,000000
238;0,000000;0,000000;0,000000
239;0,000000;0,000000;0,000000
240;0,000000;0,000000;0,000000
241;0,000000;0,000000;0,000000
242;0,000000;0,000000;0,000000
243;0,000000;0,000000;0,000000
244;0,000000;0,000000;0,000000
245;0,000000;0,000000;0,000000
246;0,000000;0,000000;0,000000
247;0,000000;0,000000;0,000000
248;0,000000;0,000000;0,000000
249;0,000000;0,000000;0,000000
250;0,000000;0,000000;0,000000
251;0,000000;0,000000;0,000000
252;0,000000;0,000000;0,000000
253;0,000000;0,000000;0,000000
254;0,000000;0,000000;0,000000
255;0,000000;0,000000;0,000000
256;0,000000;0,000000;0,000000
257;0,000000;0,000000;0,000000
258;0,000000;0,000000;0,000000
259;0,000000;0,000000;0,000000
260;0,000000;0,000000;0,000000
261;0,000000;0,000000;0,000000
262;0,000000;0,000000;0,000000
263;0,000000;0,000000;0,000000
264;0,000000;0,000000;0,000000
265;0,000000;0,000000;0,000000
266;0,000000;0,000000;0,000000
267;0,000000;0,000000;0,000000
268;0,000000;0,000000;0,000000
269;0,000000;0,000000;0,000000
270;0,000000;0,000000;0,000000
271;0,000000;0,000000;0,000000
272;0,000000;0,000000;0,000000
273;0,000000;0,000000;0,000000
274;0,000000;0,000000;0,000000
275;0,000000;0,000000;0,000000
276;0,000000;0,000000;0,000000
