0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
1.000000	-4.749147	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
2.000000	-9.498294	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
3.000000	-14.247440	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
4.000000	-18.996587	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
5.000000	-23.745734	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
6.000000	-28.494881	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
7.000000	-33.244027	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
8.000000	-37.993174	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
9.000000	-42.742321	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
10.000000	-47.491468	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
11.000000	-52.240615	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
12.000000	-56.989761	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
13.000000	-61.738908	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
14.000000	-66.488055	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
15.000000	-71.237202	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
16.000000	-75.986348	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
17.000000	-80.735495	0.000000	0.000000	0.000000	0.000000	0.261799	0.000000	0.000000	9.806650	0.000000	0.000000	0.000000	
18.000000	-85.484642	0.000000	0.000000	0.000000	0.000000	0.267985	0.000000	0.000000	9.806650	0.000000	0.000000	0.013747	
